,BG_P2HT_OTH,BG_STUR_BIO_CHP,BG_ICEN_GAS_CHP
2016-01-02 02:00:00,1541.621338722361,748.8247175911104,333.87964472410977
2016-01-02 03:00:00,2029.0163016138126,985.5711781356932,439.43815832472194
2016-01-02 04:00:00,2390.1750454367266,1160.9998567325322,517.6568168550557
2016-01-02 05:00:00,2287.0308176612143,1110.8987422142534,495.3181547854378
2016-01-02 06:00:00,2278.7177007957252,1106.8607419396458,493.5177253051999
2016-01-02 07:00:00,2194.9707457063537,1066.181628062118,475.38006535613704
2016-01-02 08:00:00,2113.0711499204244,1026.3998475789474,457.64250084712705
2016-01-02 09:00:00,2027.476835527611,984.8234003070621,439.1047454580112
2016-01-02 10:00:00,1984.6796783312043,964.0351766711198,429.8358677634534
2016-01-02 11:00:00,1965.5902988623034,954.7627315960949,425.7015482162405
2016-01-02 12:00:00,1992.377008762213,967.7740658142749,431.502932097007
2016-01-02 13:00:00,2027.476835527611,984.8234003070621,439.1047454580112
2016-01-02 14:00:00,2103.2185669687337,1021.6140694757088,455.50865850017846
2016-01-02 15:00:00,2142.013112341016,1040.4580707572109,463.9106627412885
2016-01-02 16:00:00,2145.0920445134198,1041.9536264144729,464.5774884747099
2016-01-02 17:00:00,2118.6132278307505,1029.091847762019,458.84278716728556
2016-01-02 18:00:00,2036.7136320448212,989.3100672788486,441.10522265827564
2016-01-02 19:00:00,1836.8909340558434,892.2485051225414,397.8282325592249
2016-01-02 20:00:00,1500.3636476121562,728.7842717837987,324.94417989626254
2016-01-02 21:00:00,1257.4358992095313,610.7849304258227,272.3316295293118
2016-01-02 22:00:00,1133.6628258789165,550.6635930038882,245.52523504577036
2016-01-02 23:00:00,1168.7626526443146,567.7129274966755,253.1270484067746
2016-01-03 00:00:00,1198.6282947166271,582.2198173721175,259.5952580209625
2016-01-03 01:00:00,1278.372637981874,620.9547088952046,276.86604451657746
2016-01-03 02:00:00,1457.258597198509,707.8464925821299,315.60861962836253
2016-01-03 03:00:00,1933.8772974865492,939.3585083262959,418.83324316199986
2016-01-03 04:00:00,2278.1019143612443,1106.5616308081935,493.3843601585156
2016-01-03 05:00:00,2182.6550170167407,1060.1994054330698,472.7127624224513
2016-01-03 06:00:00,2166.028783285762,1052.1234048838548,469.1119034619756
2016-01-03 07:00:00,2086.2844400205154,1013.3885133607677,451.84111696636063
2016-01-03 08:00:00,2005.3085238863068,974.0553995747754,434.30360017737695
2016-01-03 09:00:00,1923.4089281003776,934.2736190916049,416.56603566836696
2016-01-03 10:00:00,1881.2275573384518,913.7845065871148,407.43052312049343
2016-01-03 11:00:00,1866.448682910915,906.605839432257,404.22975960007057
2016-01-03 12:00:00,1891.3880335073825,918.7198402560795,409.6310480407841
2016-01-03 13:00:00,1926.4878602727808,935.7691747488668,417.23286140178834
2016-01-03 14:00:00,1999.4585527587406,971.2138438259776,433.03663128387626
2016-01-03 15:00:00,2039.176777782744,990.5065118046581,441.6386832450127
2016-01-03 16:00:00,2043.7951760413491,992.7498452905513,442.6389218451449
2016-01-03 17:00:00,2020.3952915310836,981.3836222953596,437.571046271142
2016-01-03 18:00:00,1944.0377736554801,944.2938419952605,421.0337680822905
2016-01-03 19:00:00,1753.7597654009523,851.8685023764657,379.8239377568462
2016-01-03 20:00:00,1420.9271975641495,690.1989358264377,307.74007597398963
2016-01-03 21:00:00,1183.8494202890909,575.0411502172595,256.3944945005396
2016-01-03 22:00:00,977.8688579553065,474.9884767464282,211.78385293464598
2016-01-03 23:00:00,1019.1265490655114,495.02892255373973,220.71931776249315
2016-01-04 00:00:00,1047.1448318343819,508.63847903482434,226.7874319366281
2016-01-04 01:00:00,1119.1918446686207,543.6344814147565,242.3911540986896
2016-01-04 02:00:00,1302.3883089266203,632.6200430218487,282.0672852372646
2016-01-04 03:00:00,1791.0148446870335,869.9647258293367,387.8925291312455
2016-01-04 04:00:00,2134.9315683444884,1037.018292745508,462.3769635544192
2016-01-04 05:00:00,2056.726691165443,999.0311790510518,445.43958992551484
2016-01-04 06:00:00,2000.690125627702,971.8120660888825,433.30336157724486
2016-01-04 07:00:00,1921.869462014176,933.5258412629738,416.23262280165625
2016-01-04 08:00:00,1842.7409051834097,895.090060871339,399.0952014527255
2016-01-04 09:00:00,1765.4597076560854,857.5516138740614,382.3578755438476
2016-01-04 10:00:00,1718.9678318527947,834.9687234494047,372.2888069691841
2016-01-04 11:00:00,1715.581006463151,833.3236122264163,371.5552986624205
2016-01-04 12:00:00,1734.3624927148114,842.4465017357146,375.6229356362911
2016-01-04 13:00:00,1772.8491448698537,861.1409474514905,383.9582573040591
2016-01-04 14:00:00,1843.9724780523711,895.6882831342441,399.36193174609417
2016-01-04 15:00:00,1892.6196063763439,919.3180625189842,409.8977783341526
2016-01-04 16:00:00,1907.3984808038801,926.4967296738423,413.0985418545756
2016-01-04 17:00:00,1894.1590724625457,920.0658403476154,410.2311912008634
2016-01-04 18:00:00,1826.1146714524316,887.014060322124,395.4943424922498
2016-01-04 19:00:00,1649.3839647564791,801.1691655952823,357.2185453938598
2016-01-04 20:00:00,1295.9225513645733,629.4793761415983,280.66695119707964
2016-01-04 21:00:00,1047.1448318343819,508.63847903482434,226.7874319366281
2016-01-04 22:00:00,892.5824367797334,433.5615850402694,193.3127801188724
2016-01-04 23:00:00,912.9033891175957,443.4322523781989,197.71382995945382
2016-01-05 00:00:00,943.692710841629,458.3878089508194,204.38208729366812
2016-01-05 01:00:00,1012.352898286224,491.7387001077632,219.25230114896598
2016-01-05 02:00:00,1177.9994491615246,572.1995944684617,255.1275256070389
2016-01-05 03:00:00,1628.7551192013766,791.1489426916264,352.7508129799362
2016-01-05 04:00:00,1932.9536178348278,938.9098416291172,418.6331954419734
2016-01-05 05:00:00,1836.2751476213627,891.9493939910889,397.69486741254053
2016-01-05 06:00:00,1788.2438057318705,868.6187257378009,387.29238597116625
2016-01-05 07:00:00,1713.7336471597089,832.4262788320589,371.15520322236756
2016-01-05 08:00:00,1641.9945275427106,797.5798320178532,355.6181636336483
2016-01-05 09:00:00,1586.26585522221,770.51027462141,343.54861785872043
2016-01-05 10:00:00,1537.3108336809967,746.7309396709434,332.94608869731974
2016-01-05 11:00:00,1527.4582507293057,741.9451615677049,330.8122463503712
2016-01-05 12:00:00,1538.850299767198,747.4787174995743,333.2795015640304
2016-01-05 13:00:00,1576.7211654877597,765.8740520838975,341.48145808511396
2016-01-05 14:00:00,1647.8444986702773,800.421387766651,356.88513252714904
2016-01-05 15:00:00,1706.0363167287005,828.6873896889039,369.48813888881403
2016-01-05 16:00:00,1723.5862301113998,837.2120569352976,373.28904556931616
2016-01-05 17:00:00,1707.267889597662,829.2856119518087,369.75486918218263
2016-01-05 18:00:00,1643.8418868461529,798.4771654122104,356.0182590737012
2016-01-05 19:00:00,1497.9005018742334,727.587827257989,324.4107193095254
2016-01-05 20:00:00,1178.9231288132457,572.6482611656404,255.32757332706535
2016-01-05 21:00:00,954.7768666622811,463.7718093169628,206.78265993398526
2016-01-05 22:00:00,953.2374005760796,463.02403148833184,206.44924706727457
2016-01-05 23:00:00,988.0293341242375,479.923810415393,213.9843778549367
2016-01-06 00:00:00,1000.345062813851,485.90603304444124,216.65168078862243
2016-01-06 01:00:00,1089.0183093790677,528.9780359735884,235.85626191115958
2016-01-06 02:00:00,1301.7725224921396,632.3209318903962,281.93392009058033
2016-01-06 03:00:00,1782.7017278215444,865.926725554729,386.09209965100763
2016-01-06 04:00:00,2000.3822324104617,971.6625105231562,433.23667900390274
2016-01-06 05:00:00,1894.7748588970264,920.3649514790677,410.36455634754765
2016-01-06 06:00:00,1850.438235614418,898.8289500144942,400.7622657862791
2016-01-06 07:00:00,1778.083329562939,863.683392068836,385.09186105087554
2016-01-06 08:00:00,1704.4968506424987,827.939611860273,369.1547260221034
2016-01-06 09:00:00,1649.9997511909594,801.4682767267344,357.351910540544
2016-01-06 10:00:00,1608.1262736462738,781.1287197879706,348.2830805660126
2016-01-06 11:00:00,1608.1262736462738,781.1287197879706,348.2830805660126
2016-01-06 12:00:00,1638.607702153067,795.9347207948649,354.88465532688474
2016-01-06 13:00:00,1680.789072914993,816.4238332993551,364.0201678747584
2016-01-06 14:00:00,1740.8282502768584,845.5871686159652,377.0232696764762
2016-01-06 15:00:00,1812.5673698938567,880.433615430171,392.56030926519554
2016-01-06 16:00:00,1835.6593611868818,891.6502828596363,397.5615022658562
2016-01-06 17:00:00,1821.188379976586,884.6211712705046,394.4274213187755
2016-01-06 18:00:00,1763.6123483526435,856.6542804797042,381.95778010379473
2016-01-06 19:00:00,1600.7368364325057,777.5393862105417,346.6826988058012
2016-01-06 20:00:00,1258.3595788612522,611.2335971230013,272.5316772493382
2016-01-06 21:00:00,1034.5212099275282,502.50670084005003,224.05344642960029
2016-01-06 22:00:00,1126.5812818823886,547.2238149921855,243.99153585890102
2016-01-06 23:00:00,1162.2968950822676,564.5722606164253,251.72671436658962
2016-01-07 00:00:00,1192.1625371545801,579.0791504918672,258.1949239807775
2016-01-07 01:00:00,1276.5252786784322,620.0573755008475,276.4659490765247
2016-01-07 02:00:00,1464.6480344122774,711.4358261595589,317.209001388574
2016-01-07 03:00:00,1958.508754865776,951.3229535843922,424.1678490293712
2016-01-07 04:00:00,2306.4280903473555,1120.3207428550045,499.5191569059928
2016-01-07 05:00:00,2208.210154047688,1072.612517388345,478.2474160098492
2016-01-07 06:00:00,2175.2655798029723,1056.6100718556409,471.1123806622399
2016-01-07 07:00:00,2102.602780534253,1021.3149583442563,455.3752933534941
2016-01-07 08:00:00,2021.0110779655643,981.682733426812,437.70441141782624
2016-01-07 09:00:00,1935.1088703555104,939.9567305892008,419.09997345536846
2016-01-07 10:00:00,1891.695926724623,918.8693958218057,409.6977306141262
2016-01-07 11:00:00,1883.9985962936148,915.1305066786506,408.03066628057263
2016-01-07 12:00:00,1903.7037621969962,924.7020628851279,412.2983509744699
2016-01-07 13:00:00,1936.9562296589525,940.854063983558,419.5000688954213
2016-01-07 14:00:00,2012.082174665594,977.345622020752,435.7706167909041
2016-01-07 15:00:00,2065.3477012481726,1003.2187348913856,447.3067019790949
2016-01-07 16:00:00,2079.818682458468,1010.2478464805172,450.4407829261756
2016-01-07 17:00:00,2056.1109047309624,998.7320679195994,445.3062247788306
2016-01-07 18:00:00,1969.9008039036682,956.8565095162619,426.6351042430306
2016-01-07 19:00:00,1785.1648735594667,867.1231700805388,386.6255602377448
2016-01-07 20:00:00,1436.6297516434067,697.8262696784743,311.14088721443903
2016-01-07 21:00:00,1186.3125660270139,576.2375947430693,256.92795508727676
2016-01-07 22:00:00,1408.9193620917765,684.3662687631157,305.1394556136461
2016-01-07 23:00:00,1440.3244702502907,699.6209364671886,311.94107809454465
2016-01-08 00:00:00,1476.6558698846507,717.2684932228809,319.80962174891755
2016-01-08 01:00:00,1565.0212232326267,760.190940586302,338.94752029811264
2016-01-08 02:00:00,1759.6097365285189,854.7100581252636,381.0909066503469
2016-01-08 03:00:00,2286.4150312267334,1110.599631082801,495.18478963875344
2016-01-08 04:00:00,2712.231350670118,1317.434978482143,587.4067885709371
2016-01-08 05:00:00,2581.6846265602153,1254.023418614232,559.1333774738686
2016-01-08 06:00:00,2584.455665515378,1255.3694187057677,559.7335206339478
2016-01-08 07:00:00,2489.624554605355,1209.3063044620967,539.1952880445679
2016-01-08 08:00:00,2399.7197351711766,1165.6360792700445,519.7239766286621
2016-01-08 09:00:00,2303.964944609432,1119.1242983291947,498.9856963192556
2016-01-08 10:00:00,2255.0099230682195,1095.3449633787282,488.3831671578549
2016-01-08 11:00:00,2226.0679606476274,1081.2867402004647,482.1150052636935
2016-01-08 12:00:00,2256.549389154421,1096.092741207359,488.71658002456564
2016-01-08 13:00:00,2295.3439345267034,1114.936742488861,497.1185842656757
2016-01-08 14:00:00,2381.5540353539977,1156.8123008921987,515.7897048014758
2016-01-08 15:00:00,2420.96436716076,1175.9554133051527,524.3250741892699
2016-01-08 16:00:00,2418.193328205597,1174.609413213617,523.7249310291907
2016-01-08 17:00:00,2387.0961132643233,1159.5043010752702,516.9899911216343
2016-01-08 18:00:00,2294.112361657742,1114.338520225956,496.851853972307
2016-01-08 19:00:00,2073.045031679181,1006.9576240345407,448.9737663126484
2016-01-08 20:00:00,1718.352045418314,834.6696123179522,372.1554418224998
2016-01-08 21:00:00,1453.563878591625,706.0518257934156,314.80842874825686
2016-01-08 22:00:00,1624.7525073772517,789.2047203371858,351.88393952648835
2016-01-08 23:00:00,1628.447225984136,790.9993871259003,352.6841304065941
2016-01-09 00:00:00,1657.697081621968,805.2071658698898,359.01897487409764
2016-01-09 01:00:00,1732.5151334113696,841.5491683413577,375.2228401962384
2016-01-09 02:00:00,1870.4512947350397,908.5500617866975,405.0966330535183
2016-01-09 03:00:00,2404.0302402125417,1167.7298571902115,520.6575326554521
2016-01-09 04:00:00,3098.9452315239796,1505.2767690342569,671.1601006886688
2016-01-09 05:00:00,2856.017483121355,1387.277427676281,618.547550321718
2016-01-09 06:00:00,2795.6704125422484,1357.9645367939447,605.4777659466579
2016-01-09 07:00:00,2667.586834170269,1295.7494214518433,577.7378154363265
2016-01-09 08:00:00,2573.6794029119665,1250.1349739053505,557.3996305669729
2016-01-09 09:00:00,2467.764136181291,1198.6878592955359,534.4608253372757
2016-01-09 10:00:00,2395.101336912572,1163.3927457841514,518.72373802853
2016-01-09 11:00:00,2370.7777727505854,1151.5778560917813,513.4558147345007
2016-01-09 12:00:00,2368.314627012663,1150.3814115659716,512.9223541477635
2016-01-09 13:00:00,2454.524727839957,1192.2569699693092,531.5934746835636
2016-01-09 14:00:00,2567.2136453499197,1246.9943070251004,555.9992965267879
2016-01-09 15:00:00,2626.6370362773046,1275.858531210258,568.8690331818215
2016-01-09 16:00:00,2582.6083062119365,1254.4720853114106,559.333425193895
2016-01-09 17:00:00,2576.1425486498892,1251.3314184311603,557.9330911537099
2016-01-09 18:00:00,2501.016603643248,1214.8398603939663,541.6625432582272
2016-01-09 19:00:00,2305.1965174783936,1119.7225205920995,499.2524266126242
2016-01-09 20:00:00,1986.5270376346464,964.932510065477,430.2359632035063
2016-01-09 21:00:00,1670.6285967460617,811.4884996303903,361.8196429544676
2016-01-09 22:00:00,1562.8659707119443,759.1440516262184,338.48074228471756
2016-01-09 23:00:00,1569.3317282739913,762.2847185064688,339.8810763249026
2016-01-10 00:00:00,1598.5815839118231,776.4924972504581,346.2159207924061
2016-01-10 01:00:00,1673.0917424839845,812.6849441562,362.3531035412048
2016-01-10 02:00:00,1812.5673698938567,880.433615430171,392.56030926519554
2016-01-10 03:00:00,2330.4437612921015,1131.9860769816485,504.7203976266799
2016-01-10 04:00:00,2980.40634288645,1447.6978762296676,645.4873099519435
2016-01-10 05:00:00,2754.720614649284,1338.0736465523594,596.608983692153
2016-01-10 06:00:00,2703.3024473701485,1313.097867076083,585.4729939440151
2016-01-10 07:00:00,2581.6846265602153,1254.023418614232,559.1333774738686
2016-01-10 08:00:00,2490.548234257076,1209.754971159275,539.3953357645943
2016-01-10 09:00:00,2388.6355793505245,1160.252078903901,517.3234039883449
2016-01-10 10:00:00,2319.359605471449,1126.602076615505,502.3198249863628
2016-01-10 11:00:00,2296.267614178424,1115.3854091860396,497.3186319857021
2016-01-10 12:00:00,2297.1912938301452,1115.834075883218,497.51867970572846
2016-01-10 13:00:00,2375.7040642264305,1153.9707451434008,514.5227359079751
2016-01-10 14:00:00,2483.774583477789,1206.4647487132986,537.9283191510672
2016-01-10 15:00:00,2539.195362581049,1233.3847505440156,549.9311823526529
2016-01-10 16:00:00,2499.477137557046,1214.0920825653352,541.3291303915164
2016-01-10 17:00:00,2490.856127474316,1209.9045267250015,539.4620183379365
2016-01-10 18:00:00,2416.038075684915,1173.5625242535336,523.2581530157958
2016-01-10 19:00:00,2222.3732420407437,1079.4920734117502,481.31481438358776
2016-01-10 20:00:00,1910.1695197590432,927.8427297653781,413.6986850146548
2016-01-10 21:00:00,1607.510487211793,780.8296086565182,348.14971541932834
2016-01-10 22:00:00,1309.469852923148,636.0598210335514,283.6009844241339
2016-01-10 23:00:00,1333.7934170851345,647.8747107259217,288.86890771816326
2016-01-11 00:00:00,1371.9721760229363,666.4196008759711,297.137546812589
2016-01-11 01:00:00,1451.7165192881832,705.1544923990583,314.40833330820396
2016-01-11 02:00:00,1638.915595370307,796.084276360591,354.95133790022686
2016-01-11 03:00:00,2133.0842090410465,1036.1209593511508,461.97686811436625
2016-01-11 04:00:00,2535.192750756925,1231.440528189575,549.064308899205
2016-01-11 05:00:00,2415.422289250434,1173.2634131220811,523.1247878691114
2016-01-11 06:00:00,2422.503833246962,1176.7031911337838,524.6584870559807
2016-01-11 07:00:00,2338.4489849403503,1135.8745216905297,506.4541445335757
2016-01-11 08:00:00,2256.241495937181,1095.943185641633,488.6498974512235
2016-01-11 09:00:00,2166.3366765030023,1052.272960449581,469.1785860353178
2016-01-11 10:00:00,2122.615839654875,1031.0360701164598,459.7096606207335
2016-01-11 11:00:00,2091.5186247136007,1015.9309579781129,452.97472071317696
2016-01-11 12:00:00,2125.6947718272786,1032.5316257737218,460.37648635415485
2016-01-11 13:00:00,2157.407773203033,1047.9358490435209,467.2447914083956
2016-01-11 14:00:00,2238.3836893372413,1087.268962829513,484.7823081973792
2016-01-11 15:00:00,2267.325651757833,1101.3271860077764,491.0504700915407
2016-01-11 16:00:00,2277.794021144004,1106.4120752424674,493.3176775851735
2016-01-11 17:00:00,2241.1547282924043,1088.614962921049,485.38245135745854
2016-01-11 18:00:00,2149.710442772024,1044.1969599003658,465.57772707484196
2016-01-11 19:00:00,1940.343055048596,942.499175206546,420.2335772021848
2016-01-11 20:00:00,1603.8157686049092,779.0349418678038,347.3495245392226
2016-01-11 21:00:00,1356.5775151609193,658.9418225896609,293.8034181454818
2016-01-11 22:00:00,1233.7281214820255,599.2691518649049,267.1970713819668
2016-01-11 23:00:00,1256.2043263405699,610.1867081629179,272.0648992359432
2016-01-12 00:00:00,1286.377861630123,624.843153604086,278.5997914234732
2016-01-12 01:00:00,1361.5038066367647,661.3347116412801,294.8703393189561
2016-01-12 02:00:00,1550.2423488050908,753.012273431444,335.7467567776897
2016-01-12 03:00:00,2037.3294184793017,989.6091784103008,441.2385878049598
2016-01-12 04:00:00,2400.335521605658,1165.935190401497,519.8573417753464
2016-01-12 05:00:00,2276.870341492283,1105.9634085452885,493.1176298651471
2016-01-12 06:00:00,2245.1573401165288,1090.5591852754897,486.2493248109064
2016-01-12 07:00:00,2178.960298409856,1058.4047386443551,471.9125715423456
2016-01-12 08:00:00,2104.1422466204544,1022.0627361728874,455.7087062202049
2016-01-12 09:00:00,2028.7084083965726,985.4216225699672,439.3714757513799
2016-01-12 10:00:00,1986.219144417406,964.7829544997508,430.1692806301641
2016-01-12 11:00:00,1960.9719006036985,952.5193981102018,424.70130961610835
2016-01-12 12:00:00,1984.0638918967238,963.7360655396674,429.70250261676915
2016-01-12 13:00:00,2005.9243103207875,974.354510706228,434.4369653240613
2016-01-12 14:00:00,2094.5975568860044,1017.426513635375,453.64154644659845
2016-01-12 15:00:00,2134.007888692767,1036.5696260483294,462.17691583439273
2016-01-12 16:00:00,2142.9367919927367,1040.9067374543893,464.11071046131485
2016-01-12 17:00:00,2113.994829572145,1026.848514276126,457.8425485671535
2016-01-12 18:00:00,2037.9452049137826,989.9082895417532,441.3719529516441
2016-01-12 19:00:00,1848.2829830937355,897.7820610544107,400.2954877728841
2016-01-12 20:00:00,1522.8398524707006,739.7018280818118,329.812007750239
2016-01-12 21:00:00,1279.2963176335952,621.4033755923832,277.06609223660394
2016-01-12 22:00:00,1334.4092035196152,648.173821857374,289.00227286484755
2016-01-12 23:00:00,1366.12220489537,663.5780451271733,295.87057791908825
2016-01-13 00:00:00,1391.6773419263177,675.9911570824482,301.40523150648613
2016-01-13 01:00:00,1480.3505884915346,719.0631600115953,320.6098126290232
2016-01-13 02:00:00,1687.25483047704,819.5645001796054,365.4205019149433
2016-01-13 03:00:00,2213.752231958014,1075.3045175714165,479.44770233000776
2016-01-13 04:00:00,2500.0929239915267,1214.3911936967875,541.4624955382006
2016-01-13 05:00:00,2356.9225779747703,1144.847855634102,510.45509893410417
2016-01-13 06:00:00,2345.2226357196378,1139.1647441365062,507.9211611471028
2016-01-13 07:00:00,2272.867729668159,1104.019186190848,492.25075641169923
2016-01-13 08:00:00,2201.744396485641,1069.4718505080943,476.84708196966415
2016-01-13 09:00:00,2131.5447429548444,1035.3731815225196,461.64345524765554
2016-01-13 10:00:00,2085.360760368794,1012.9398466635889,451.64106924633415
2016-01-13 11:00:00,2066.8871673343738,1003.9665127200167,447.6401148458056
2016-01-13 12:00:00,2096.4449161894463,1018.3238470297324,454.04164188665135
2016-01-13 13:00:00,2138.9341801686123,1038.9625150999486,463.243837007867
2016-01-13 14:00:00,2229.146892820031,1082.782295857727,482.7818309971149
2016-01-13 15:00:00,2276.2545550578025,1105.664297413836,492.9842647184627
2016-01-13 16:00:00,2281.4887397508883,1108.2067420311819,494.1178684652793
2016-01-13 17:00:00,2249.467845157893,1092.6529631956566,487.1828808376964
2016-01-13 18:00:00,2171.5708611960886,1054.8154050669264,470.31218978213417
2016-01-13 19:00:00,1980.0612800725994,961.7918431852268,428.8356291633213
2016-01-13 20:00:00,1635.2208767634233,794.2896095718768,354.15114702012124
2016-01-13 21:00:00,1376.5905742815412,668.6629343618642,298.13778541272114
2016-01-13 22:00:00,1240.501772261313,602.5593743108815,268.66408799549396
2016-01-13 23:00:00,1273.1384532887885,618.4122642778592,275.73244076976107
2016-01-14 00:00:00,1305.775134316264,634.2651542448369,282.80079354402824
2016-01-14 01:00:00,1387.6747301021935,674.0469347280076,300.5383580530383
2016-01-14 02:00:00,1574.5659129670773,764.8271631238143,341.01468007171906
2016-01-14 03:00:00,2055.187225079241,998.2834012224207,445.1061770588041
2016-01-14 04:00:00,2416.345968902155,1173.7120798192595,523.3248355891378
2016-01-14 05:00:00,2309.5070225197583,1121.8162985122663,500.1859826394142
2016-01-14 06:00:00,2296.5755073956648,1115.5349647517658,497.3853145590442
2016-01-14 07:00:00,2229.4547860372713,1082.931851423453,482.84851357045704
2016-01-14 08:00:00,2146.6315105996214,1042.7014042431038,464.9109013414206
2016-01-14 09:00:00,2054.2635454275205,997.8347345252422,444.90612933877776
2016-01-14 10:00:00,2015.7768932724784,979.1402888094666,436.5708076710099
2016-01-14 11:00:00,1996.9954070208175,970.0173993001679,432.50317069713907
2016-01-14 12:00:00,2017.9321457931605,980.1871777695499,437.0375856844048
2016-01-14 13:00:00,2045.0267489103103,993.3480675534561,442.90565213851346
2016-01-14 14:00:00,2125.6947718272786,1032.5316257737218,460.37648635415485
2016-01-14 15:00:00,2170.647181544367,1054.3667383697477,470.11214206210775
2016-01-14 16:00:00,2181.4234441477793,1059.6011831701649,472.4460321290827
2016-01-14 17:00:00,2150.0183359892644,1044.346515466092,465.64440964818414
2016-01-14 18:00:00,2057.3424775999238,999.3302901825043,445.5729550721992
2016-01-14 19:00:00,1865.8328964764348,906.3067283008046,404.0963944533863
2016-01-14 20:00:00,1535.4634743775543,745.833606276586,332.5459932572668
2016-01-14 21:00:00,1288.2252209335647,625.7404869984432,278.99988686352606
2016-01-14 22:00:00,1039.1396081861333,504.7500343259431,225.05368502973243
2016-01-14 23:00:00,1081.3209789480593,525.2391468304332,234.18919757760602
2016-01-15 00:00:00,1108.7234752824493,538.5495921800656,240.12394660505677
2016-01-15 01:00:00,1190.315177851138,578.1818170975099,257.7948285407246
2016-01-15 02:00:00,1378.7458268022237,669.7098233219476,298.6045634261161
2016-01-15 03:00:00,1878.7644116005288,912.5880620613051,406.89706253375624
2016-01-15 04:00:00,2217.139057347658,1076.9496287944048,480.1812106367713
2016-01-15 05:00:00,2133.3921022582863,1036.270514916877,462.04355068770843
2016-01-15 06:00:00,2086.5923332377556,1013.5380689264937,451.9077995397027
2016-01-15 07:00:00,2005.9243103207875,974.354510706228,434.4369653240613
2016-01-15 08:00:00,1921.2536755796953,933.2267301315214,416.09925765497195
2016-01-15 09:00:00,1840.277759445487,893.8936163455295,398.5617408659884
2016-01-15 10:00:00,1796.5569225973593,872.6567260124083,389.0928154514041
2016-01-15 11:00:00,1792.554310773235,870.7125036579677,388.2259419979562
2016-01-15 12:00:00,1812.8752631110972,880.5831709958971,392.62699183853766
2016-01-15 13:00:00,1852.2855949178602,899.7262834088517,401.16236122633205
2016-01-15 14:00:00,1925.2562874038197,935.1709524859621,416.9661311084198
2016-01-15 15:00:00,1973.903415727793,958.8007318707025,427.5019776964784
2016-01-15 16:00:00,1984.0638918967238,963.7360655396674,429.70250261676915
2016-01-15 17:00:00,1967.1297649485052,955.5105094247261,426.0349610829513
2016-01-15 18:00:00,1898.7774707211508,922.3091738335083,411.2314298009955
2016-01-15 19:00:00,1712.5020742907475,831.8280565691542,370.888472928999
2016-01-15 20:00:00,1353.498582988516,657.4462669323988,293.1365924120604
2016-01-15 21:00:00,1103.7971838066037,536.1567031284462,239.05702543158247
2016-01-15 22:00:00,865.1799404453434,420.25113969063705,187.37803109142166
2016-01-15 23:00:00,903.9744858176257,439.09514097213884,195.78003533253164
2016-01-16 00:00:00,927.066477110651,450.3118084016043,200.7812283331924
2016-01-16 01:00:00,1000.9608492483316,486.2051441758937,216.78504593530673
2016-01-16 02:00:00,1171.841584816718,569.2084831539377,253.79387414019607
2016-01-16 03:00:00,1605.663127908351,779.9322752621609,347.74961997927545
2016-01-16 04:00:00,1895.390645331507,920.6640626105201,410.49792149423195
2016-01-16 05:00:00,1825.8067782351914,886.8645047563978,395.42765991890764
2016-01-16 06:00:00,1778.6991159974198,863.9825032002885,385.2252261975599
