,PHOT,WTOF,WTON,HE Kraljevac,HE Dale,HE Varazdin,HE Dubrava,HE Cakovec,HE Gojak,HE Lesce,HE Rijeka,HE Miljacka,mHE Hrvatska,HROR
2015-04-09 20:00:00+00:00,0,0,0.226,0.089661947,0.246809077,1,0.192346716,0.372621,0.60996,0.340719,0.150991,0.489160711,0.428081,0.437069
2015-04-09 21:00:00+00:00,0,0,0.222,0.090786798,0.249905412,1,0.192212355,0.372621,0.607328,0.339249,0.150713,0.50132639,0.428562,0.43756
2015-04-09 22:00:00+00:00,0,0,0.21,0.091911649,0.253001747,1,0.192077994,0.372621,0.604697,0.337779,0.150436,0.51349207,0.429044,0.438052
2015-04-09 23:00:00+00:00,0,0,0.189,0.0930365,0.256098082,1,0.191943633,0.372621,0.602065,0.336308,0.150158,0.525657749,0.429525,0.438543
2015-04-10 00:00:00+00:00,0,0,0.158,0.09350971,0.257400669,1,0.192003616,0.372621,0.599503,0.334877,0.15269,0.525977007,0.429484,0.438502
2015-04-10 01:00:00+00:00,0,0,0.134,0.09398292,0.258703256,1,0.192063599,0.372621,0.596941,0.333446,0.155221,0.526296265,0.429444,0.43846
2015-04-10 02:00:00+00:00,0,0,0.107,0.094456129,0.260005842,1,0.192123583,0.372621,0.594379,0.332015,0.157752,0.526615523,0.429403,0.438419
2015-04-10 03:00:00+00:00,0,0,0.084,0.094929339,0.261308429,1,0.192183566,0.372621,0.591817,0.330584,0.160283,0.526934781,0.429363,0.438377
2015-04-10 04:00:00+00:00,0.000345817,0,0.069,0.095402549,0.262611016,1,0.19224355,0.372621,0.589255,0.329153,0.162814,0.527254039,0.429322,0.438336
2015-04-10 05:00:00+00:00,0.011930688,0,0.054,0.095875759,0.263913603,1,0.192303533,0.372621,0.586693,0.327722,0.165346,0.527573297,0.429282,0.438295
2015-04-10 06:00:00+00:00,0.037175331,0,0.049,0.096348969,0.26521619,1,0.192363517,0.372621,0.584131,0.326291,0.167877,0.527892555,0.429241,0.438253
2015-04-10 07:00:00+00:00,0.073659029,0,0.074,0.096822178,0.266518777,1,0.1924235,0.372621,0.581569,0.324859,0.170408,0.528211813,0.429201,0.438212
2015-04-10 08:00:00+00:00,0.104782562,0,0.09,0.097295388,0.267821363,1,0.192483483,0.372621,0.579007,0.323428,0.172939,0.528531071,0.42916,0.438171
2015-04-10 09:00:00+00:00,0.122765048,0,0.116,0.097768598,0.26912395,1,0.192543467,0.372621,0.576445,0.321997,0.175471,0.528850329,0.42912,0.438129
2015-04-10 10:00:00+00:00,0.126396126,0,0.147,0.098241808,0.270426537,1,0.19260345,0.372621,0.573883,0.320566,0.178002,0.529169587,0.429079,0.438088
2015-04-10 11:00:00+00:00,0.122073414,0,0.176,0.098715017,0.271729124,1,0.192663434,0.372621,0.571321,0.319135,0.180533,0.529488845,0.429039,0.438046
2015-04-10 12:00:00+00:00,0.115329981,0,0.205,0.099188227,0.273031711,1,0.192723417,0.372621,0.568759,0.317704,0.183064,0.529808103,0.428998,0.438005
2015-04-10 13:00:00+00:00,0.095445502,0,0.21,0.099661437,0.274334298,1,0.192783401,0.372621,0.566197,0.316273,0.185595,0.530127362,0.428958,0.437964
2015-04-10 14:00:00+00:00,0.072102852,0,0.19,0.100134647,0.275636884,1,0.192843384,0.372621,0.563634,0.314842,0.188127,0.53044662,0.428917,0.437922
2015-04-10 15:00:00+00:00,0.040633502,0,0.134,0.100607857,0.276939471,1,0.192903367,0.372621,0.561072,0.313411,0.190658,0.530765878,0.428877,0.437881
2015-04-10 16:00:00+00:00,0.013313956,0,0.07,0.101081066,0.278242058,1,0.192963351,0.372621,0.55851,0.311979,0.193189,0.531085136,0.428836,0.43784
2015-04-10 17:00:00+00:00,0,0,0.036,0.101554276,0.279544645,1,0.193023334,0.372621,0.555948,0.310548,0.19572,0.531404394,0.428796,0.437798
2015-04-10 18:00:00+00:00,0,0,0.025,0.102027486,0.280847232,1,0.193083318,0.372621,0.553386,0.309117,0.198251,0.531723652,0.428755,0.437757
2015-04-10 19:00:00+00:00,0,0,0.031,0.102500696,0.282149819,1,0.193143301,0.372621,0.550824,0.307686,0.200783,0.53204291,0.428715,0.437715
2015-04-10 20:00:00+00:00,0,0,0.048,0.102973906,0.283452405,1,0.193203285,0.372621,0.548262,0.306255,0.203314,0.532362168,0.428674,0.437674
2015-04-10 21:00:00+00:00,0,0,0.063,0.103447115,0.284754992,1,0.193263268,0.372621,0.5457,0.304824,0.205845,0.532681426,0.428634,0.437633
2015-04-10 22:00:00+00:00,0,0,0.099,0.103920325,0.286057579,1,0.193323251,0.372621,0.543138,0.303393,0.208376,0.533000684,0.428593,0.437591
2015-04-10 23:00:00+00:00,0,0,0.17,0.104393535,0.287360166,1,0.193383235,0.372621,0.540576,0.301962,0.210908,0.533319942,0.428552,0.43755
2015-04-11 00:00:00+00:00,0,0,0.24,0.10597707,0.291719105,1,0.193344753,0.372621,0.538406,0.300749,0.215509,0.536259682,0.429182,0.438193
2015-04-11 01:00:00+00:00,0,0,0.309,0.107560606,0.296078043,1,0.193306272,0.372621,0.536235,0.299537,0.220111,0.539199422,0.429811,0.438835
2015-04-11 02:00:00+00:00,0,0,0.353,0.109144141,0.300436982,1,0.19326779,0.372621,0.534065,0.298324,0.224713,0.542139161,0.430441,0.439478
2015-04-11 03:00:00+00:00,0,0,0.369,0.110727677,0.30479592,1,0.193229309,0.372621,0.531894,0.297112,0.229315,0.545078901,0.43107,0.440121
2015-04-11 04:00:00+00:00,0.000345817,0,0.375,0.112311212,0.309154859,1,0.193190827,0.372621,0.529724,0.295899,0.233917,0.54801864,0.4317,0.440763
2015-04-11 05:00:00+00:00,0.020576114,0,0.344,0.113894747,0.313513797,1,0.193152346,0.372621,0.527553,0.294687,0.238519,0.55095838,0.432329,0.441406
2015-04-11 06:00:00+00:00,0.057751445,0,0.4,0.115478283,0.317872736,1,0.193113864,0.372621,0.525382,0.293474,0.243121,0.55389812,0.432959,0.442049
2015-04-11 07:00:00+00:00,0.091987331,0,0.366,0.117061818,0.322231674,1,0.193075383,0.372621,0.523212,0.292262,0.247723,0.556837859,0.433588,0.442691
2015-04-11 08:00:00+00:00,0.117750701,0,0.26,0.118645354,0.326590613,1,0.193036901,0.372621,0.521041,0.291049,0.252324,0.559777599,0.434218,0.443334
2015-04-11 09:00:00+00:00,0.135214461,0,0.158,0.120228889,0.330949551,1,0.19299842,0.372621,0.518871,0.289837,0.256926,0.562717339,0.434847,0.443977
2015-04-11 10:00:00+00:00,0.142649527,0,0.099,0.121812425,0.33530849,1,0.192959938,0.372621,0.5167,0.288625,0.261528,0.565657078,0.435477,0.444619
2015-04-11 11:00:00+00:00,0.141612076,0,0.068,0.12339596,0.339667428,1,0.192921457,0.372621,0.51453,0.287412,0.26613,0.568596818,0.436106,0.445262
2015-04-11 12:00:00+00:00,0.132275016,0,0.057,0.124979495,0.344026367,1,0.192882975,0.372621,0.512359,0.2862,0.270732,0.571536558,0.436736,0.445905
2015-04-11 13:00:00+00:00,0.113773805,0,0.057,0.126563031,0.348385305,1,0.192844494,0.372621,0.510188,0.284987,0.275334,0.574476297,0.437365,0.446548
2015-04-11 14:00:00+00:00,0.08628135,0,0.058,0.128146566,0.352744244,1,0.192806012,0.372621,0.508018,0.283775,0.279936,0.577416037,0.437995,0.44719
2015-04-11 15:00:00+00:00,0.051180921,0,0.057,0.129730102,0.357103182,1,0.192767531,0.372621,0.505847,0.282562,0.284538,0.580355777,0.438624,0.447833
2015-04-11 16:00:00+00:00,0.014870133,0,0.052,0.131313637,0.361462121,1,0.192729049,0.372621,0.503677,0.28135,0.28914,0.583295516,0.439254,0.448476
2015-04-11 17:00:00+00:00,0,0,0.064,0.132897172,0.365821059,1,0.192690568,0.372621,0.501506,0.280137,0.293741,0.586235256,0.439883,0.449118
2015-04-11 18:00:00+00:00,0,0,0.087,0.134480708,0.370179998,1,0.192652086,0.372621,0.499335,0.278925,0.298343,0.589174996,0.440512,0.449761
2015-04-11 19:00:00+00:00,0,0,0.117,0.136064243,0.374538936,1,0.192613605,0.372621,0.497165,0.277712,0.302945,0.592114735,0.441142,0.450404
2015-04-11 20:00:00+00:00,0,0,0.151,0.137647779,0.378897875,1,0.192575123,0.372621,0.494994,0.2765,0.307547,0.595054475,0.441771,0.451046
2015-04-11 21:00:00+00:00,0,0,0.167,0.139231314,0.383256813,1,0.192536642,0.372621,0.492824,0.275287,0.312149,0.597994215,0.442401,0.451689
2015-04-11 22:00:00+00:00,0,0,0.162,0.140814849,0.387615752,1,0.19249816,0.372621,0.490653,0.274075,0.316751,0.600933954,0.44303,0.452332
2015-04-11 23:00:00+00:00,0,0,0.149,0.142398385,0.39197469,1,0.192459678,0.372621,0.488483,0.272862,0.321353,0.603873694,0.44366,0.452974
2015-04-12 00:00:00+00:00,0,0,0.133,0.142775897,0.393013853,1,0.192615207,0.372621,0.48666,0.271844,0.320677,0.608732645,0.443701,0.453017
2015-04-12 01:00:00+00:00,0,0,0.117,0.143153409,0.394053016,1,0.192770735,0.372621,0.484838,0.270826,0.320002,0.613591596,0.443743,0.453059
2015-04-12 02:00:00+00:00,0,0,0.106,0.143530921,0.395092179,1,0.192926264,0.372621,0.483015,0.269808,0.319326,0.618450547,0.443785,0.453102
2015-04-12 03:00:00+00:00,0,0,0.105,0.143908433,0.396131342,1,0.193081792,0.372621,0.481193,0.26879,0.318651,0.623309498,0.443826,0.453144
2015-04-12 04:00:00+00:00,0.000518726,0,0.109,0.144285945,0.397170505,1,0.193237321,0.372621,0.47937,0.267772,0.317975,0.62816845,0.443868,0.453187
2015-04-12 05:00:00+00:00,0.021786473,0,0.106,0.144663457,0.398209668,1,0.193392849,0.372621,0.477548,0.266754,0.3173,0.633027401,0.443909,0.453229
2015-04-12 06:00:00+00:00,0.05827017,0,0.054,0.145040969,0.399248831,1,0.193548378,0.372621,0.475725,0.265736,0.316624,0.637886352,0.443951,0.453272
2015-04-12 07:00:00+00:00,0.090776972,0,0.024,0.145418481,0.400287994,1,0.193703906,0.372621,0.473903,0.264718,0.315949,0.642745303,0.443992,0.453314
2015-04-12 08:00:00+00:00,0.11550289,0,0.017,0.145795993,0.401327157,1,0.193859435,0.372621,0.47208,0.2637,0.315273,0.647604254,0.444034,0.453357
2015-04-12 09:00:00+00:00,0.132275016,0,0.027,0.146173505,0.40236632,1,0.194014963,0.372621,0.470258,0.262682,0.314598,0.652463205,0.444076,0.453399
2015-04-12 10:00:00+00:00,0.139710082,0,0.034,0.146551016,0.403405483,1,0.194170492,0.372621,0.468435,0.261664,0.313922,0.657322157,0.444117,0.453441
2015-04-12 11:00:00+00:00,0.137289363,0,0.039,0.146928528,0.404444646,1,0.19432602,0.372621,0.466613,0.260646,0.313247,0.662181108,0.444159,0.453484
2015-04-12 12:00:00+00:00,0.121900505,0,0.04,0.14730604,0.405483809,1,0.194481549,0.372621,0.46479,0.259628,0.312571,0.667040059,0.4442,0.453526
2015-04-12 13:00:00+00:00,0.10270766,0,0.038,0.147683552,0.406522972,1,0.194637077,0.372621,0.462968,0.25861,0.311896,0.67189901,0.444242,0.453569
2015-04-12 14:00:00+00:00,0.07936501,0,0.028,0.148061064,0.407562135,1,0.194792605,0.372621,0.461145,0.257592,0.31122,0.676757961,0.444284,0.453611
2015-04-12 15:00:00+00:00,0.045993666,0,0.015,0.148438576,0.408601298,1,0.194948134,0.372621,0.459323,0.256574,0.310545,0.681616912,0.444325,0.453654
2015-04-12 16:00:00+00:00,0.013313956,0,0.009,0.148816088,0.409640461,1,0.195103662,0.372621,0.4575,0.255556,0.309869,0.686475864,0.444367,0.453696
2015-04-12 17:00:00+00:00,0,0,0.004,0.1491936,0.410679624,1,0.195259191,0.372621,0.455678,0.254538,0.309194,0.691334815,0.444408,0.453739
2015-04-12 18:00:00+00:00,0,0,0.008,0.149571112,0.411718787,1,0.195414719,0.372621,0.453855,0.25352,0.308518,0.696193766,0.44445,0.453781
2015-04-12 19:00:00+00:00,0,0,0.008,0.149948624,0.41275795,1,0.195570248,0.372621,0.452033,0.252502,0.307843,0.701052717,0.444491,0.453824
2015-04-12 20:00:00+00:00,0,0,0.005,0.150326136,0.413797113,1,0.195725776,0.372621,0.450211,0.251484,0.307167,0.705911668,0.444533,0.453866
2015-04-12 21:00:00+00:00,0,0,0.006,0.150703648,0.414836276,1,0.195881305,0.372621,0.448388,0.250466,0.306492,0.710770619,0.444575,0.453908
2015-04-12 22:00:00+00:00,0,0,0.009,0.15108116,0.415875439,1,0.196036833,0.372621,0.446566,0.249448,0.305816,0.715629571,0.444616,0.453951
2015-04-12 23:00:00+00:00,0,0,0.009,0.151458672,0.416914602,1,0.196192362,0.372621,0.444743,0.24843,0.305141,0.720488522,0.444658,0.453993
2015-04-13 00:00:00+00:00,0,0,0.007,0.151836555,0.417954788,1,0.1963952,0.372621,0.443181,0.247557,0.305149,0.738465962,0.445421,0.454773
2015-04-13 01:00:00+00:00,0,0,0.007,0.152214439,0.418994973,1,0.196598038,0.372621,0.441618,0.246684,0.305158,0.756443402,0.446184,0.455552
2015-04-13 02:00:00+00:00,0,0,0.008,0.152592322,0.420035158,1,0.196800877,0.372621,0.440056,0.245812,0.305166,0.774420843,0.446948,0.456331
2015-04-13 03:00:00+00:00,0,0,0.011,0.152970205,0.421075344,1,0.197003715,0.372621,0.438494,0.244939,0.305174,0.792398283,0.447711,0.45711
2015-04-13 04:00:00+00:00,0.000518726,0,0.017,0.153348089,0.422115529,1,0.197206553,0.372621,0.436931,0.244066,0.305183,0.810375723,0.448474,0.45789
2015-04-13 05:00:00+00:00,0.008472517,0,0.02,0.153725972,0.423155714,1,0.197409391,0.372621,0.435369,0.243194,0.305191,0.828353163,0.449237,0.458669
2015-04-13 06:00:00+00:00,0.019538663,0,0.021,0.154103855,0.4241959,0.999911557,0.19761223,0.372621,0.433807,0.242321,0.3052,0.846330604,0.449984,0.459432
2015-04-13 07:00:00+00:00,0.032160984,0,0.026,0.154481739,0.425236085,0.996276801,0.197815068,0.372621,0.432244,0.241448,0.305208,0.864308044,0.450082,0.459531
2015-04-13 08:00:00+00:00,0.060517981,0,0.026,0.154859622,0.42627627,0.992642045,0.198017906,0.372621,0.430682,0.240575,0.305217,0.882285484,0.450179,0.459631
2015-04-13 09:00:00+00:00,0.091814423,0,0.038,0.155237505,0.427316455,0.98900729,0.198220745,0.372621,0.42912,0.239703,0.305225,0.900262925,0.450277,0.45973
2015-04-13 10:00:00+00:00,0.109624,0,0.061,0.155615389,0.428356641,0.985372534,0.198423583,0.372621,0.427557,0.23883,0.305234,0.918240365,0.450374,0.45983
2015-04-13 11:00:00+00:00,0.10028694,0,0.087,0.155993272,0.429396826,0.981737778,0.198626421,0.372621,0.425995,0.237957,0.305242,0.936217805,0.450472,0.459929
2015-04-13 12:00:00+00:00,0.072448669,0,0.104,0.156371156,0.430437011,0.978103023,0.198829259,0.372621,0.424433,0.237085,0.30525,0.954195246,0.450569,0.460029
2015-04-13 13:00:00+00:00,0.055330726,0,0.115,0.156749039,0.431477197,0.974468267,0.199032098,0.372621,0.42287,0.236212,0.305259,0.972172686,0.450667,0.460128
2015-04-13 14:00:00+00:00,0.048760202,0,0.121,0.157126922,0.432517382,0.970833511,0.199234936,0.372621,0.421308,0.235339,0.305267,0.990150126,0.450764,0.460228
2015-04-13 15:00:00+00:00,0.027665363,0,0.115,0.157504806,0.433557567,0.967198756,0.199437774,0.372621,0.419746,0.234466,0.305276,1,0.450475,0.459933
2015-04-13 16:00:00+00:00,0.007262158,0,0.107,0.157882689,0.434597753,0.963564,0.199640613,0.372621,0.418183,0.233594,0.305284,1,0.449718,0.459159
2015-04-13 17:00:00+00:00,0,0,0.125,0.158260572,0.435637938,0.959929244,0.199843451,0.372621,0.416621,0.232721,0.305293,1,0.44896,0.458386
2015-04-13 18:00:00+00:00,0,0,0.133,0.158638456,0.436678123,0.956294488,0.200046289,0.372621,0.415059,0.231848,0.305301,1,0.448203,0.457613
2015-04-13 19:00:00+00:00,0,0,0.127,0.159016339,0.437718309,0.952659733,0.200249127,0.372621,0.413496,0.230976,0.30531,1,0.447446,0.45684
2015-04-13 20:00:00+00:00,0,0,0.123,0.159394222,0.438758494,0.949024977,0.200451966,0.372621,0.411934,0.230103,0.305318,1,0.446688,0.456067
2015-04-13 21:00:00+00:00,0,0,0.116,0.159772106,0.439798679,0.945390221,0.200654804,0.372621,0.410372,0.22923,0.305326,1,0.445931,0.455293
2015-04-13 22:00:00+00:00,0,0,0.107,0.160149989,0.440838865,0.941755466,0.200857642,0.372621,0.408809,0.228358,0.305335,1,0.445174,0.45452
2015-04-13 23:00:00+00:00,0,0,0.1,0.160527872,0.44187905,0.93812071,0.201060481,0.372621,0.407247,0.227485,0.305343,1,0.444416,0.453747
2015-04-14 00:00:00+00:00,0,0,0.099,0.160577397,0.442015374,0.934308138,0.202073983,0.372621,0.40589,0.226727,0.305014,1,0.443659,0.452973
2015-04-14 01:00:00+00:00,0,0,0.094,0.160626922,0.442151699,0.930495565,0.203087485,0.372621,0.404533,0.225969,0.304685,1,0.442901,0.4522
2015-04-14 02:00:00+00:00,0,0,0.082,0.160676446,0.442288024,0.926682993,0.204100988,0.372621,0.403176,0.225211,0.304356,1,0.442143,0.451426
2015-04-14 03:00:00+00:00,0,0,0.076,0.160725971,0.442424348,0.92287042,0.20511449,0.372621,0.401819,0.224453,0.304027,1,0.441386,0.450652
2015-04-14 04:00:00+00:00,0.000518726,0,0.08,0.160775496,0.442560673,0.919057848,0.206127993,0.372621,0.400462,0.223695,0.303698,1,0.440628,0.449879
2015-04-14 05:00:00+00:00,0.020749022,0,0.074,0.16082502,0.442696997,0.915245275,0.207141495,0.372621,0.399105,0.222937,0.303368,1,0.43987,0.449105
2015-04-14 06:00:00+00:00,0.05602236,0,0.036,0.160874545,0.442833322,0.911432703,0.208154997,0.372621,0.397748,0.222179,0.303039,1,0.439113,0.448332
2015-04-14 07:00:00+00:00,0.090258246,0,0.006,0.160924069,0.442969647,0.907620131,0.2091685,0.372621,0.396391,0.221421,0.30271,1,0.438355,0.447558
2015-04-14 08:00:00+00:00,0.114984164,0,0.004,0.160973594,0.443105971,0.903807558,0.210182002,0.372621,0.395033,0.220663,0.302381,1,0.437597,0.446784
2015-04-14 09:00:00+00:00,0.130891748,0,0.018,0.161023119,0.443242296,0.899994986,0.211195505,0.372621,0.393676,0.219904,0.302052,1,0.436839,0.446011
2015-04-14 10:00:00+00:00,0.139710082,0,0.057,0.161072643,0.44337862,0.896182413,0.212209007,0.372621,0.392319,0.219146,0.301723,1,0.436082,0.445237
2015-04-14 11:00:00+00:00,0.139882991,0,0.115,0.161122168,0.443514945,0.892369841,0.213222509,0.372621,0.390962,0.218388,0.301394,1,0.435324,0.444464
2015-04-14 12:00:00+00:00,0.129854297,0,0.178,0.161171693,0.443651269,0.888557268,0.214236012,0.372621,0.389605,0.21763,0.301064,1,0.434566,0.44369
2015-04-14 13:00:00+00:00,0.106857464,0,0.223,0.161221217,0.443787594,0.884744696,0.215249514,0.372621,0.388248,0.216872,0.300735,1,0.433809,0.442916
2015-04-14 14:00:00+00:00,0.08403354,0,0.218,0.161270742,0.443923919,0.880932123,0.216263017,0.372621,0.386891,0.216114,0.300406,1,0.433051,0.442143
2015-04-14 15:00:00+00:00,0.051526738,0,0.172,0.161320266,0.444060243,0.877119551,0.217276519,0.372621,0.385534,0.215356,0.300077,1,0.432293,0.441369
2015-04-14 16:00:00+00:00,0.015734675,0,0.136,0.161369791,0.444196568,0.873306979,0.218290021,0.372621,0.384177,0.214598,0.299748,1,0.431536,0.440596
2015-04-14 17:00:00+00:00,0,0,0.173,0.161419316,0.444332892,0.869494406,0.219303524,0.372621,0.38282,0.21384,0.299419,1,0.430778,0.439822
2015-04-14 18:00:00+00:00,0,0,0.234,0.16146884,0.444469217,0.865681834,0.220317026,0.372621,0.381463,0.213082,0.29909,1,0.43002,0.439048
2015-04-14 19:00:00+00:00,0,0,0.258,0.161518365,0.444605542,0.861869261,0.221330529,0.372621,0.380106,0.212324,0.29876,1,0.429263,0.438275
2015-04-14 20:00:00+00:00,0,0,0.29,0.16156789,0.444741866,0.858056689,0.222344031,0.372621,0.378749,0.211566,0.298431,1,0.428505,0.437501
2015-04-14 21:00:00+00:00,0,0,0.246,0.161617414,0.444878191,0.854244116,0.223357534,0.372621,0.377392,0.210808,0.298102,1,0.427747,0.436728
2015-04-14 22:00:00+00:00,0,0,0.147,0.161666939,0.445014515,0.850431544,0.224371036,0.372621,0.376035,0.21005,0.297773,1,0.426989,0.435954
2015-04-14 23:00:00+00:00,0,0,0.25,0.161716463,0.44515084,0.846618971,0.225384538,0.372621,0.374678,0.209292,0.297444,1,0.426232,0.43518
2015-04-15 00:00:00+00:00,0,0,0.318,0.16148129,0.444503487,0.84327623,0.225249409,0.372621,0.373643,0.208714,0.297895,1,0.425396,0.434327
2015-04-15 01:00:00+00:00,0,0,0.573,0.161246117,0.443856135,0.839933489,0.225114279,0.372621,0.372607,0.208135,0.298347,1,0.42456,0.433474
2015-04-15 02:00:00+00:00,0,0,0.625,0.161010944,0.443208782,0.836590748,0.224979149,0.372621,0.371572,0.207557,0.298798,1,0.423725,0.432621
2015-04-15 03:00:00+00:00,0,0,0.559,0.160775771,0.44256143,0.833248006,0.224844019,0.372621,0.370537,0.206979,0.299249,1,0.422889,0.431767
2015-04-15 04:00:00+00:00,0.000172909,0,0.45,0.160540597,0.441914077,0.829905265,0.22470889,0.372621,0.369502,0.206401,0.299701,1,0.422053,0.430914
2015-04-15 05:00:00+00:00,0.02334265,0,0.429,0.160305424,0.441266725,0.826562524,0.22457376,0.372621,0.368466,0.205822,0.300152,1,0.421217,0.430061
2015-04-15 06:00:00+00:00,0.061209615,0,0.499,0.160070251,0.440619373,0.823219783,0.22443863,0.372621,0.367431,0.205244,0.300604,1,0.420382,0.429208
2015-04-15 07:00:00+00:00,0.094235142,0,0.644,0.159835078,0.43997202,0.819877041,0.224303501,0.372621,0.366396,0.204666,0.301055,1,0.419546,0.428354
2015-04-15 08:00:00+00:00,0.118788152,0,0.695,0.159599904,0.439324668,0.8165343,0.224168371,0.372621,0.365361,0.204088,0.301507,1,0.41871,0.427501
2015-04-15 09:00:00+00:00,0.135387369,0,0.693,0.159364731,0.438677315,0.813191559,0.224033241,0.372621,0.364325,0.203509,0.301958,1,0.417874,0.426648
2015-04-15 10:00:00+00:00,0.14230371,0,0.647,0.159129558,0.438029963,0.809848818,0.223898111,0.372621,0.36329,0.202931,0.302409,1,0.417039,0.425794
2015-04-15 11:00:00+00:00,0.140747533,0,0.596,0.158894385,0.43738261,0.806506076,0.223762982,0.372621,0.362255,0.202353,0.302861,1,0.416203,0.424941
2015-04-15 12:00:00+00:00,0.131237565,0,0.573,0.158659212,0.436735258,0.803163335,0.223627852,0.372621,0.36122,0.201774,0.303312,1,0.415367,0.424088
2015-04-15 13:00:00+00:00,0.113946713,0,0.586,0.158424038,0.436087905,0.799820594,0.223492722,0.372621,0.360185,0.201196,0.303764,1,0.414532,0.423235
2015-04-15 14:00:00+00:00,0.08749171,0,0.595,0.158188865,0.435440553,0.796477853,0.223357593,0.372621,0.359149,0.200618,0.304215,1,0.413696,0.422381
2015-04-15 15:00:00+00:00,0.052564189,0,0.591,0.157953692,0.4347932,0.793135111,0.223222463,0.372621,0.358114,0.20004,0.304666,1,0.41286,0.421528
2015-04-15 16:00:00+00:00,0.016080492,0,0.567,0.157718519,0.434145848,0.78979237,0.223087333,0.372621,0.357079,0.199461,0.305118,1,0.412024,0.420675
2015-04-15 17:00:00+00:00,0,0,0.543,0.157483346,0.433498495,0.786449629,0.222952203,0.372621,0.356044,0.198883,0.305569,1,0.411189,0.419821
2015-04-15 18:00:00+00:00,0,0,0.541,0.157248172,0.432851143,0.783106888,0.222817074,0.372621,0.355008,0.198305,0.306021,1,0.410353,0.418968
2015-04-15 19:00:00+00:00,0,0,0.527,0.157012999,0.43220379,0.779764146,0.222681944,0.372621,0.353973,0.197727,0.306472,1,0.409517,0.418115
2015-04-15 20:00:00+00:00,0,0,0.531,0.156777826,0.431556438,0.776421405,0.222546814,0.372621,0.352938,0.197148,0.306924,1,0.408681,0.417262
2015-04-15 21:00:00+00:00,0,0,0.534,0.156542653,0.430909085,0.773078664,0.222411685,0.372621,0.351903,0.19657,0.307375,1,0.407846,0.416408
2015-04-15 22:00:00+00:00,0,0,0.563,0.156307479,0.430261733,0.769735923,0.222276555,0.372621,0.350867,0.195992,0.307826,1,0.40701,0.415555
2015-04-15 23:00:00+00:00,0,0,0.568,0.156072306,0.42961438,0.766393181,0.222141425,0.372621,0.349832,0.195413,0.308278,1,0.406174,0.414702
2015-04-16 00:00:00+00:00,0,0,0.565,0.155765495,0.428769832,0.763852465,0.222163026,0.372621,0.349911,0.195458,0.307313,1,0.405558,0.414072
2015-04-16 01:00:00+00:00,0,0,0.569,0.155458684,0.427925284,0.761311749,0.222184626,0.372621,0.34999,0.195502,0.306349,1,0.404941,0.413443
2015-04-16 02:00:00+00:00,0,0,0.583,0.155151872,0.427080736,0.758771033,0.222206227,0.372621,0.350069,0.195546,0.305384,1,0.404325,0.412813
2015-04-16 03:00:00+00:00,0,0,0.612,0.154845061,0.426236188,0.756230316,0.222227827,0.372621,0.350148,0.19559,0.304419,1,0.403708,0.412184
2015-04-16 04:00:00+00:00,0.000345817,0,0.633,0.15453825,0.425391641,0.7536896,0.222249428,0.372621,0.350227,0.195634,0.303455,1,0.403092,0.411555
2015-04-16 05:00:00+00:00,0.023169741,0,0.67,0.154231438,0.424547093,0.751148884,0.222271029,0.372621,0.350306,0.195678,0.30249,1,0.402475,0.410925
2015-04-16 06:00:00+00:00,0.059826347,0,0.746,0.153924627,0.423702545,0.748608168,0.222292629,0.372621,0.350384,0.195722,0.301526,1,0.401859,0.410296
2015-04-16 07:00:00+00:00,0.092678966,0,0.778,0.153617816,0.422857997,0.746067452,0.22231423,0.372621,0.350463,0.195766,0.300561,1,0.401242,0.409666
2015-04-16 08:00:00+00:00,0.117404884,0,0.791,0.153311005,0.422013449,0.743526735,0.22233583,0.372621,0.350542,0.19581,0.299597,1,0.400626,0.409037
2015-04-16 09:00:00+00:00,0.134695735,0,0.783,0.153004193,0.421168901,0.740986019,0.222357431,0.372621,0.350621,0.195854,0.298632,1,0.400009,0.408407
2015-04-16 10:00:00+00:00,0.141957893,0,0.753,0.152697382,0.420324353,0.738445303,0.222379031,0.372621,0.3507,0.195898,0.297668,1,0.399393,0.407778
2015-04-16 11:00:00+00:00,0.140747533,0,0.731,0.152390571,0.419479805,0.735904587,0.222400632,0.372621,0.350779,0.195942,0.296703,1,0.398776,0.407148
2015-04-16 12:00:00+00:00,0.130891748,0,0.724,0.152083759,0.418635257,0.73336387,0.222422233,0.372621,0.350858,0.195986,0.295738,1,0.39816,0.406519
2015-04-16 13:00:00+00:00,0.112044719,0,0.725,0.151776948,0.417790709,0.730823154,0.222443833,0.372621,0.350937,0.19603,0.294774,1,0.397543,0.40589
2015-04-16 14:00:00+00:00,0.084552265,0,0.712,0.151470137,0.416946161,0.728282438,0.222465434,0.372621,0.351016,0.196075,0.293809,1,0.396927,0.40526
2015-04-16 15:00:00+00:00,0.050316379,0,0.707,0.151163326,0.416101613,0.725741722,0.222487034,0.372621,0.351095,0.196119,0.292845,1,0.39631,0.404631
2015-04-16 16:00:00+00:00,0.015561767,0,0.717,0.150856514,0.415257065,0.723201006,0.222508635,0.372621,0.351173,0.196163,0.29188,1,0.395694,0.404001
2015-04-16 17:00:00+00:00,0,0,0.749,0.150549703,0.414412517,0.720660289,0.222530235,0.372621,0.351252,0.196207,0.290916,1,0.395077,0.403372
