,LU_P2HT_OTH,LU_STUR_BIO_CHP,LU_COMC_CCS_GAS_CHP
2016-01-01 00:00:00,735.9207880855843,33.214230606281724,8.884549611092078
2016-01-01 01:00:00,754.2084511999647,34.039605659908254,9.105331049585367
2016-01-01 02:00:00,811.5938768347446,36.62957565577084,9.79812797727121
2016-01-01 03:00:00,909.9688922086531,41.06952422010671,10.985779853304086
2016-01-01 04:00:00,1174.1940937578045,52.994770684572885,14.175690981879558
2016-01-01 05:00:00,1378.5114333805375,62.216202318193524,16.642352570563222
2016-01-01 06:00:00,1370.9441245056214,61.8746678132446,16.550994733945306
2016-01-01 07:00:00,1358.9625521203377,61.333904847075495,16.406344825966947
2016-01-01 08:00:00,1306.6219990688353,58.97162452117885,15.774453122693046
2016-01-01 09:00:00,1242.9304827049586,56.097042437858846,15.005524664492274
2016-01-01 10:00:00,1184.2838389243593,53.45015002450477,14.297501430703445
2016-01-01 11:00:00,1146.447294549779,51.742477499760206,13.840712247613876
2016-01-01 12:00:00,1145.8166854768695,51.714016291014474,13.833099094562387
2016-01-01 13:00:00,1152.7533852788756,52.02708958721764,13.916843778128806
2016-01-01 14:00:00,1173.5634846848948,52.96630947582714,14.168077828828066
2016-01-01 15:00:00,1215.8142925698428,54.87321046179192,14.678159083278087
2016-01-01 16:00:00,1230.3183012467653,55.527818262943995,14.85326160346242
2016-01-01 17:00:00,1221.4897742260298,55.1293613405036,14.746677460741521
2016-01-01 18:00:00,1198.157238528372,54.076296616911115,14.464990797836288
2016-01-01 19:00:00,1164.7349576641595,52.56785255338674,14.061493686107168
2016-01-01 20:00:00,1063.2068969257027,47.985597945322176,12.83577604481683
2016-01-01 21:00:00,859.5201663758796,38.79262752044729,10.376727609184663
2016-01-01 22:00:00,732.7677427210359,33.071924562553,8.846483845834612
2016-01-01 23:00:00,865.1956480320664,39.04877839915897,10.445245986648096
2016-01-02 00:00:00,884.7445292922664,39.93107587027699,10.681253731244373
2016-01-02 01:00:00,904.9240196253756,40.84183455014076,10.924874628892143
2016-01-02 02:00:00,964.8318815517944,43.54564938098631,11.648124168783957
2016-01-02 03:00:00,1044.2886247384126,47.13176168294989,12.607381453272048
2016-01-02 04:00:00,1321.7566168186672,59.65469353107668,15.957168795928872
2016-01-02 05:00:00,1553.1901465765159,70.09995714076425,18.751195965826724
2016-01-02 06:00:00,1536.7943106808646,69.35996571337493,18.55325398648791
2016-01-02 07:00:00,1574.000245982535,71.03917702937375,19.00243001652598
2016-01-02 08:00:00,1499.588375379194,67.68075439737612,18.104077956449835
2016-01-02 09:00:00,1430.85198643204,64.57848264409016,17.27424427383712
2016-01-02 10:00:00,1377.8808243076278,62.187741109447785,16.63473941751173
2016-01-02 11:00:00,1338.7830617872282,60.42314616721173,16.162723928319178
2016-01-02 12:00:00,1319.8647895999384,59.56930990483946,15.934329336774395
2016-01-02 13:00:00,1331.2157529123124,60.081611662262816,16.071366091701265
2016-01-02 14:00:00,1346.980979735054,60.79314188090639,16.26169491798858
2016-01-02 15:00:00,1376.6196061618084,62.130818691956286,16.619513111408743
2016-01-02 16:00:00,1397.4297055678276,63.07003858056581,16.870747162108007
2016-01-02 17:00:00,1381.664478745086,62.35850836192224,16.680418335820686
2016-01-02 18:00:00,1357.7013339745183,61.276982429584,16.39111851986396
2016-01-02 19:00:00,1298.4240811210097,58.60162880748419,15.675482133023637
2016-01-02 20:00:00,1180.5001844869012,53.279382772030324,14.25182251239449
2016-01-02 21:00:00,1003.299034999284,45.281783114476625,12.112526504925018
2016-01-02 22:00:00,883.483311146447,39.87415345278551,10.666027425141387
2016-01-02 23:00:00,888.5281837297243,40.101843122751454,10.72693264955333
2016-01-03 00:00:00,909.3382831357435,41.041063011360954,10.978166700252592
2016-01-03 01:00:00,930.1483825417624,41.98028289997047,11.229400750951854
2016-01-03 02:00:00,990.0562444681811,44.68409773081603,11.952650290843668
2016-01-03 03:00:00,1073.2966420922576,48.44097728525406,12.957586493640715
2016-01-03 04:00:00,1357.7013339745183,61.276982429584,16.39111851986396
2016-01-03 05:00:00,1596.702172607283,72.06378054422048,19.276503526379724
2016-01-03 06:00:00,1579.0451185658126,71.2668666993397,19.063335240937928
2016-01-03 07:00:00,1617.5122720133022,73.00300043283,19.527737577078987
2016-01-03 08:00:00,1541.208574191232,69.55919417459513,18.606546057848362
2016-01-03 09:00:00,1469.9497489524397,66.34307758632622,17.746259763029677
2016-01-03 10:00:00,1415.0867596092983,63.866952425446584,17.0839154475498
2016-01-03 11:00:00,1373.4665607972602,61.988512648227584,16.581447346151283
2016-01-03 12:00:00,1354.54828860997,61.1346763858553,16.353052754606498
2016-01-03 13:00:00,1365.899251922344,61.64697814327867,16.490089509533366
2016-01-03 14:00:00,1381.664478745086,62.35850836192224,16.680418335820686
2016-01-03 15:00:00,1413.8255414634789,63.81003000795511,17.068689141446818
2016-01-03 16:00:00,1433.3744227236787,64.69232747907314,17.304696886043097
2016-01-03 17:00:00,1417.609195900937,63.98079726042957,17.114368059755776
2016-01-03 18:00:00,1392.3848329845503,62.84234891059985,16.809841937696063
2016-01-03 19:00:00,1332.4769710581315,60.1385340797543,16.08659239780425
2016-01-03 20:00:00,1212.6612472052943,54.73090441806319,14.64009331802062
2016-01-03 21:00:00,1029.1540069885805,46.448692673052065,12.42466578003622
2016-01-03 22:00:00,906.8158468441047,40.92721817637799,10.94771408804662
2016-01-03 23:00:00,827.3591036574862,37.34110587441441,9.98845680355853
2016-01-04 00:00:00,838.0794578969505,37.82494642309203,10.117880405433906
2016-01-04 01:00:00,863.3038208133376,38.963394772921745,10.422406527493619
2016-01-04 02:00:00,913.7525466461111,41.240291472581156,11.03145877161304
2016-01-04 03:00:00,993.2092898327295,44.826403774544744,11.990716056101133
2016-01-04 04:00:00,1256.1732732360617,56.694727821519436,15.165400878573621
2016-01-04 05:00:00,1514.0923840561163,68.3353621985282,18.27918047663417
2016-01-04 06:00:00,1483.8231485564525,66.96922417873255,17.913749130162515
2016-01-04 07:00:00,1519.1372566393939,68.56305186849414,18.340085701046114
2016-01-04 08:00:00,1452.2926949109687,65.54616374144543,17.53309147758788
2016-01-04 09:00:00,1391.1236148387309,62.785426493108375,16.79461563159308
2016-01-04 10:00:00,1340.0442799330476,60.48006858470321,16.177950234422163
2016-01-04 11:00:00,1301.5771264855578,58.743934851212906,15.713547898281101
2016-01-04 12:00:00,1275.0915454233518,57.54856408389172,15.393795470118405
2016-01-04 13:00:00,1292.7485994648225,58.34547792877251,15.606963755560203
2016-01-04 14:00:00,1305.3607809230157,58.91470210368736,15.759226816590058
2016-01-04 15:00:00,1337.5218436414089,60.36622374972025,16.147497622216193
2016-01-04 16:00:00,1343.197325297596,60.62237462843194,16.21601599967963
2016-01-04 17:00:00,1343.197325297596,60.62237462843194,16.21601599967963
2016-01-04 18:00:00,1307.8832172146545,59.02854693867034,15.78967942879603
2016-01-04 19:00:00,1250.4977915798747,56.43857694280776,15.096882501110189
2016-01-04 20:00:00,1136.988158456134,51.315559368574064,13.726514951841486
2016-01-04 21:00:00,970.5073632079814,43.80180025969799,11.71664254624739
2016-01-04 22:00:00,855.105902865512,38.593399059227096,10.323435537824214
2016-01-04 23:00:00,612.3214097952891,27.635833692116158,7.392371612999493
2016-01-05 00:00:00,614.213237014018,27.72121731835338,7.415211072153969
2016-01-05 01:00:00,650.7885632427789,29.371967425606453,7.856773949140551
2016-01-05 02:00:00,689.8863257631784,31.136562367842508,8.328789438333105
2016-01-05 03:00:00,780.0634231892611,35.20651521848371,9.417470324696572
2016-01-05 04:00:00,1042.3967975196838,47.04637805671267,12.584541994117568
2016-01-05 05:00:00,1224.6428195905783,55.271667384232316,14.784743225998985
2016-01-05 06:00:00,1172.3022665390754,52.90938705833566,14.152851522725081
2016-01-05 07:00:00,1160.320694153792,52.36862409216655,14.008201614746719
2016-01-05 08:00:00,1109.2413592481084,50.063266183761385,13.391536217575803
2016-01-05 09:00:00,1049.3334973216902,47.35945135291584,12.66828667768399
2016-01-05 10:00:00,1033.5682704989483,46.64792113427227,12.47795785139667
2016-01-05 11:00:00,981.8583265203554,44.314102017121364,11.85367930117426
2016-01-05 12:00:00,964.2012724788847,43.51718817224057,11.640511015732464
2016-01-05 13:00:00,943.3911730728655,42.577968283631066,11.389276965033202
2016-01-05 14:00:00,967.9849269163427,43.68795542471503,11.68618993404142
2016-01-05 15:00:00,1018.4336527491164,45.96485212437445,12.295242178160844
2016-01-05 16:00:00,1063.2068969257027,47.985597945322176,12.83577604481683
2016-01-05 17:00:00,1066.9905513631606,48.15636519779663,12.881454963125787
2016-01-05 18:00:00,1046.1804519571417,47.217145309187124,12.630220912426525
2016-01-05 19:00:00,1010.8663438742001,45.62331761942553,12.20388434154293
2016-01-05 20:00:00,940.868736781227,42.464123448648095,11.35882435282723
2016-01-05 21:00:00,766.820632658158,34.60882983482311,9.257594110615223
2016-01-05 22:00:00,650.7885632427789,29.371967425606453,7.856773949140551
2016-01-05 23:00:00,575.1154744936186,25.956622376117338,6.943195582961418
