,LU_P2HT_OTH,LU_STUR_BIO_CHP,LU_COMC_CCS_GAS_CHP
2016-01-06 00:00:00,586.4664378059927,26.4689241335407,7.080232337888287
2016-01-06 01:00:00,580.160347076896,26.184312046083274,7.0041008073733595
2016-01-06 02:00:00,627.4560275451211,28.31890270201398,7.575087286235319
2016-01-06 03:00:00,754.2084511999647,34.039605659908254,9.105331049585367
2016-01-06 04:00:00,1000.7765987076456,45.167938279493654,12.082073892719047
2016-01-06 05:00:00,1066.3599422902512,48.127903989050886,12.873841810074294
2016-01-06 06:00:00,1004.5602531451035,45.3387055319681,12.127752811028001
2016-01-06 07:00:00,1008.9745166554712,45.537933993188304,12.181044882388452
2016-01-06 08:00:00,971.7685813538008,43.85872267718949,11.731868852350377
2016-01-06 09:00:00,924.4729008855754,41.72413202125878,11.16088237348842
2016-01-06 10:00:00,908.0770649899241,40.984140593869476,10.962940394149607
2016-01-06 11:00:00,873.3935659798922,39.418774112853626,10.544216976317504
2016-01-06 12:00:00,869.6099115424342,39.24800686037917,10.498538058008547
2016-01-06 13:00:00,891.6812290942726,40.24414916648017,10.764998414810796
2016-01-06 14:00:00,913.7525466461111,41.240291472581156,11.03145877161304
2016-01-06 15:00:00,935.19325512504,42.20797256993641,11.290305975363795
2016-01-06 16:00:00,983.1195446661748,44.37102443461285,11.868905607277247
2016-01-06 17:00:00,989.4256353952715,44.65563652207028,11.945037137792177
2016-01-06 18:00:00,971.7685813538008,43.85872267718949,11.731868852350377
2016-01-06 19:00:00,950.3278728748719,42.89104157983424,11.473021648599623
2016-01-06 20:00:00,873.3935659798922,39.418774112853626,10.544216976317504
2016-01-06 21:00:00,710.6964251691975,32.07578225645201,8.580023489032365
2016-01-06 22:00:00,620.5193277431148,28.00582940581081,7.491342602668898
2016-01-06 23:00:00,464.12827766151673,20.947449636866622,5.603280645898688
2016-01-07 00:00:00,494.3975131611809,22.313587656662268,5.968711992370341
2016-01-07 01:00:00,507.64030369228396,22.911273040322865,6.128588206451689
2016-01-07 02:00:00,568.8093837645218,25.672010288659905,6.867064052446489
2016-01-07 03:00:00,683.5802350340816,30.851950280385072,8.252657907818174
2016-01-07 04:00:00,862.6732117404279,38.934933564176,10.414793374442127
2016-01-07 05:00:00,1024.1091344053032,46.22100300308613,12.363760555624278
2016-01-07 06:00:00,1021.5866981136646,46.107158168103155,12.333307943418307
2016-01-07 07:00:00,1007.713298509652,45.48101157569682,12.165818576285467
2016-01-07 08:00:00,938.9769095624979,42.37873982241087,11.335984893672753
2016-01-07 09:00:00,879.0690476360794,39.67492499156531,10.612735353780938
2016-01-07 10:00:00,821.0530129283898,37.056493786956985,9.912325273043603
2016-01-07 11:00:00,804.0265679598288,36.28804115082193,9.706770140653298
2016-01-07 12:00:00,792.0449955745448,35.747278184652814,9.562120232674934
2016-01-07 13:00:00,796.4592590849124,35.946506645873015,9.615412304035383
2016-01-07 14:00:00,812.8550949805639,36.68649807326233,9.813354283374197
2016-01-07 15:00:00,854.4752937926021,38.56493785048134,10.31582238477272
2016-01-07 16:00:00,882.8527020735372,39.84569224403977,10.658414272089896
2016-01-07 17:00:00,908.7076740628338,41.01260180261521,10.970553547201098
2016-01-07 18:00:00,904.293410552466,40.81337334139502,10.91726147584065
2016-01-07 19:00:00,876.5466113444404,39.561080156582335,10.582282741574966
2016-01-07 20:00:00,795.1980409390933,35.88958422838153,9.600185997932398
2016-01-07 21:00:00,622.4111549618437,28.09121303204804,7.5141820618233774
2016-01-07 22:00:00,505.11786740064525,22.79742820533989,6.098135594245718
2016-01-07 23:00:00,471.69558653643276,21.288984141815533,5.694638482516601
2016-01-08 00:00:00,496.91994945281954,22.42743249164524,5.999164604576313
2016-01-08 01:00:00,510.1627399839226,23.02511787530584,6.159040818657662
2016-01-08 02:00:00,571.3318200561605,25.785855123642875,6.89751666465246
2016-01-08 03:00:00,687.9944985444495,31.051178741605273,8.305949979178624
2016-01-08 04:00:00,874.0241750528019,39.447235321599365,10.551830129368996
2016-01-08 05:00:00,1042.3967975196838,47.04637805671267,12.584541994117568
2016-01-08 06:00:00,1041.766188446774,47.01791684796692,12.576928841066076
2016-01-08 07:00:00,1041.1355793738644,46.98945563922118,12.569315688014584
2016-01-08 08:00:00,957.2645726768783,43.2041148760374,11.556766332166044
2016-01-08 09:00:00,890.4200109484532,40.18722674898868,10.749772108707809
2016-01-08 10:00:00,840.6018941885895,37.93879125807501,10.14833301763988
2016-01-08 11:00:00,814.746922199293,36.77188169949955,9.836193742528673
2016-01-08 12:00:00,812.2244859076543,36.65803686451658,9.805741130322703
2016-01-08 13:00:00,819.7917947825704,36.99957136946549,9.897098966940616
2016-01-08 14:00:00,833.6651943865829,37.625717961871835,10.064588334073457
2016-01-08 15:00:00,865.1956480320664,39.04877839915897,10.445245986648096
2016-01-08 16:00:00,897.9873198233694,40.52876125393759,10.84112994532572
2016-01-08 17:00:00,903.0321924066466,40.75645092390353,10.902035169737664
2016-01-08 18:00:00,902.4015833337371,40.72798971515779,10.894422016686171
2016-01-08 19:00:00,877.8078294902598,39.61800257407382,10.597509047677953
2016-01-08 20:00:00,797.7204772307318,36.00342906336451,9.630638610138371
2016-01-08 21:00:00,617.996891451476,27.891984570827837,7.460889990462927
2016-01-08 22:00:00,505.11786740064525,22.79742820533989,6.098135594245718
2016-01-08 23:00:00,550.5217206501414,24.84663523503337,6.6462826139532
2016-01-09 00:00:00,570.0706019103412,25.72893270615139,6.882290358549475
2016-01-09 01:00:00,585.2052196601733,26.412001716049218,7.065006031785303
2016-01-09 02:00:00,630.6090729096694,28.461208745742688,7.613153051492781
2016-01-09 03:00:00,704.3903344401009,31.791170168994586,8.503891958517439
2016-01-09 04:00:00,903.6628014795563,40.784912132649275,10.909648322789156
2016-01-09 05:00:00,1061.3150697069736,47.900214319084945,12.812936585662351
2016-01-09 06:00:00,1053.117151759148,47.530218605390296,12.713965595992947
2016-01-09 07:00:00,1052.4865426862384,47.50175739664455,12.706352442941453
2016-01-09 08:00:00,1011.4969529471098,45.65177882817128,12.211497494594424
2016-01-09 09:00:00,962.9400543330653,43.46026575474909,11.625284709629478
2016-01-09 10:00:00,917.536201083569,41.41105872505561,11.077137689921997
2016-01-09 11:00:00,889.7894018755437,40.15876554024294,10.742158955656317
2016-01-09 12:00:00,892.942447240092,40.30107158397164,10.780224720913779
2016-01-09 13:00:00,897.9873198233694,40.52876125393759,10.84112994532572
2016-01-09 14:00:00,915.6443738648401,41.32567509881839,11.05429823076752
2016-01-09 15:00:00,951.5890910206913,42.94796399732572,11.48824795470261
2016-01-09 16:00:00,961.6788361872459,43.4033433372576,11.610058403526493
2016-01-09 17:00:00,954.7421363852395,43.090270041054424,11.52631371996007
2016-01-09 18:00:00,935.19325512504,42.20797256993641,11.290305975363795
2016-01-09 19:00:00,907.4464559170143,40.95567938512373,10.955327241098113
2016-01-09 20:00:00,827.3591036574862,37.34110587441441,9.98845680355853
2016-01-09 21:00:00,668.4456172842497,30.168881270487248,8.06994223458235
2016-01-09 22:00:00,570.0706019103412,25.72893270615139,6.882290358549475
2016-01-09 23:00:00,541.6931936294061,24.448178312592972,6.5396984712323
2016-01-10 00:00:00,561.2420748896059,25.330475783710998,6.775706215828577
2016-01-10 01:00:00,575.1154744936186,25.956622376117338,6.943195582961418
2016-01-10 02:00:00,619.2581095972954,27.94890698831932,7.476116296565911
2016-01-10 03:00:00,691.1475439089977,31.193484785333983,8.344015744436089
2016-01-10 04:00:00,887.2669655839048,40.04492070525996,10.711706343450345
2016-01-10 05:00:00,1041.766188446774,47.01791684796692,12.576928841066076
2016-01-10 06:00:00,1035.4600977176774,46.7333047605095,12.50079731055115
2016-01-10 07:00:00,1033.5682704989483,46.64792113427227,12.47795785139667
2016-01-10 08:00:00,995.1011170514585,44.91178740078196,12.013555515255609
2016-01-10 09:00:00,946.544218437414,42.720274327359775,11.427342730290666
2016-01-10 10:00:00,902.4015833337371,40.72798971515779,10.894422016686171
2016-01-10 11:00:00,874.0241750528019,39.447235321599365,10.551830129368996
2016-01-10 12:00:00,877.1772204173502,39.58954136532809,10.589895894626462
2016-01-10 13:00:00,884.1139202193566,39.90261466153125,10.673640578192881
2016-01-10 14:00:00,901.1403651879177,40.671067297666305,10.879195710583186
2016-01-10 15:00:00,935.8238641979494,42.23643377868215,11.297919128415288
2016-01-10 16:00:00,946.544218437414,42.720274327359775,11.427342730290666
2016-01-10 17:00:00,938.9769095624979,42.37873982241087,11.335984893672753
2016-01-10 18:00:00,918.7974192293884,41.467981142547096,11.092363996024984
2016-01-10 19:00:00,891.6812290942726,40.24414916648017,10.764998414810796
2016-01-10 20:00:00,814.1163131263834,36.74342049075381,9.82858058947718
2016-01-10 21:00:00,656.464044898966,29.62811830431814,7.925292326603985
2016-01-10 22:00:00,560.6114658166962,25.302014574965256,6.768093062777084
2016-01-10 23:00:00,380.2572709645307,17.162108873682843,4.590731290050148
2016-01-11 00:00:00,402.3285885163691,18.158251179783836,4.857191646852395
2016-01-11 01:00:00,411.78772461001415,18.585169310969977,4.971388942624786
2016-01-11 02:00:00,457.82218693242004,20.662837549409193,5.52714911538376
2016-01-11 03:00:00,551.7829387959607,24.903557652524853,6.661508920056185
2016-01-11 04:00:00,699.3454618568235,31.563480499028643,8.442986734105496
2016-01-11 05:00:00,864.5650389591569,39.02031719041323,10.437632833596604
2016-01-11 06:00:00,859.5201663758796,38.79262752044729,10.376727609184663
2016-01-11 07:00:00,860.7813845216988,38.849549937938775,10.391953915287647
2016-01-11 08:00:00,792.0449955745448,35.747278184652814,9.562120232674934
2016-01-11 09:00:00,740.9656606688617,33.441920276247664,8.94545483550402
2016-01-11 10:00:00,700.6066800026427,31.62040291652013,8.458213040208483
2016-01-11 11:00:00,676.0129261591657,30.51041577543616,8.161300071200262
2016-01-11 12:00:00,670.3374445029787,30.25426489672448,8.092781693736827
2016-01-11 13:00:00,682.3190168882625,30.795027862893594,8.23743160171519
2016-01-11 14:00:00,694.3005892735462,31.3357908290627,8.382081509693553
2016-01-11 15:00:00,718.8943431170233,32.445777970146665,8.678994478701773
2016-01-11 16:00:00,740.335051595952,33.41345906750192,8.937841682452525
2016-01-11 17:00:00,753.5778421270552,34.01114445116252,9.097717896533876
2016-01-11 18:00:00,746.6411423250487,33.698071154959344,9.013973212967455
2016-01-11 19:00:00,725.8310429190294,32.75885126634983,8.76273916226819
2016-01-11 20:00:00,658.9864811906046,29.741963139301113,7.955744938809958
2016-01-11 21:00:00,513.315785348471,23.16742391903455,6.197106583915125
2016-01-11 22:00:00,419.98564255783987,18.95516502466463,5.070359932294193
2016-01-11 23:00:00,425.6611242140269,19.211315903376317,5.138878309757628
2016-01-12 00:00:00,445.8406145471363,20.122074583240085,5.382499207405398
2016-01-12 01:00:00,460.34462322405875,20.776682384392164,5.557601727589731
2016-01-12 02:00:00,515.8382216401096,23.28126875401752,6.2275591961210965
2016-01-12 03:00:00,632.5009001283985,28.546592371979916,7.63599251064726
2016-01-12 04:00:00,839.9712851156797,37.91033004932926,10.140719864588386
2016-01-12 05:00:00,984.3807628119939,44.42794685210434,11.884131913380234
2016-01-12 06:00:00,959.787008968517,43.31795971102037,11.587218944372013
2016-01-12 07:00:00,939.6075186354076,42.4072010311566,11.343598046724244
2016-01-12 08:00:00,874.0241750528019,39.447235321599365,10.551830129368996
2016-01-12 09:00:00,799.6123044494609,36.08881268960173,9.653478069292847
2016-01-12 10:00:00,782.5858594808999,35.32036005346668,9.447922936902543
2016-01-12 11:00:00,752.9472330541454,33.98268324241677,9.090104743482382
2016-01-12 12:00:00,708.8045979504685,31.990398630214784,8.557184029877888
2016-01-12 13:00:00,689.2557166902687,31.108101159096762,8.321176285281611
2016-01-12 14:00:00,720.1555612628425,32.50270038763815,8.694220784804758
2016-01-12 15:00:00,763.0369782207,34.43806258234866,9.211915192306266
2016-01-12 16:00:00,812.2244859076543,36.65803686451658,9.805741130322703
2016-01-12 17:00:00,839.3406760427702,37.88186884058352,10.133106711536893
2016-01-12 18:00:00,828.6203218033056,37.398028291905895,10.003683109661516
2016-01-12 19:00:00,817.2693584909316,36.88572653448253,9.866646354734646
2016-01-12 20:00:00,740.9656606688617,33.441920276247664,8.94545483550402
2016-01-12 21:00:00,600.9704464829151,27.123531934692785,7.255334858072622
2016-01-12 22:00:00,478.00167726552945,21.57359622927296,5.770770013031529
2016-01-12 23:00:00,599.7092283370956,27.066609517201293,7.240108551969635
2016-01-13 00:00:00,612.3214097952891,27.635833692116158,7.392371612999493
2016-01-13 01:00:00,606.0153190661924,27.35122160465873,7.3162400824845655
2016-01-13 02:00:00,655.8334358260563,29.599657095572397,7.917679173552494
2016-01-13 03:00:00,788.8919502099965,35.604972140924104,9.524054467417471
2016-01-13 04:00:00,1046.1804519571417,47.217145309187124,12.630220912426525
2016-01-13 05:00:00,1113.0250136855666,50.23403343623585,13.43721513588476
2016-01-13 06:00:00,1048.7028882487803,47.330990144170094,12.660673524632497
2016-01-13 07:00:00,1052.4865426862384,47.50175739664455,12.706352442941453
2016-01-13 08:00:00,1013.3887801658389,45.737162454408505,12.234336953748901
2016-01-13 09:00:00,964.2012724788847,43.51718817224057,11.640511015732464
2016-01-13 10:00:00,946.544218437414,42.720274327359775,11.427342730290666
2016-01-13 11:00:00,911.2301103544725,41.126446637598185,11.00100615940707
2016-01-13 12:00:00,906.185237771195,40.898756967632245,10.940100934995128
2016-01-13 13:00:00,929.5177734688529,41.95182169122473,11.221787597900361
2016-01-13 14:00:00,952.219700093601,42.97642520607146,11.495861107754102
2016-01-13 15:00:00,974.2910176454393,43.97256751217245,11.762321464556349
2016-01-13 16:00:00,1024.1091344053032,46.22100300308613,12.363760555624278
2016-01-13 17:00:00,1031.0458342073096,46.534076299289296,12.447505239190699
2016-01-13 18:00:00,1012.758171092929,45.70870124566276,12.226723800697409
2016-01-13 19:00:00,991.3174626140005,44.74102014830751,11.967876596946654
2016-01-13 20:00:00,911.2301103544725,41.126446637598185,11.00100615940707
2016-01-13 21:00:00,741.5962697417713,33.4703814849934,8.953067988555512
2016-01-13 22:00:00,647.6355178782305,29.229661381877744,7.818708183883087
2016-01-13 23:00:00,590.2500922434506,26.639691386015162,7.125911256197245
2016-01-14 00:00:00,604.754100920373,27.294299187167244,7.301013776381579
2016-01-14 01:00:00,621.1499368160244,28.03429061455655,7.498955755720391
2016-01-14 02:00:00,675.3823170862561,30.481954566690423,8.15368691814877
2016-01-14 03:00:00,756.1002784186936,34.124989286145485,9.128170508739846
2016-01-14 04:00:00,974.2910176454393,43.97256751217245,11.762321464556349
2016-01-14 05:00:00,1144.55546733105,51.65709387352297,13.817872788459397
2016-01-14 06:00:00,1125.0065860708505,50.77479640240496,13.581865043863123
2016-01-14 07:00:00,1127.5290223624888,50.88864123738793,13.612317656069095
2016-01-14 08:00:00,1085.908823550451,49.010201460168915,13.109849554670571
2016-01-14 09:00:00,1038.6131430822256,46.875610804238214,12.538863075808614
2016-01-14 10:00:00,990.0562444681811,44.68409773081603,11.952650290843668
2016-01-14 11:00:00,954.1115273123298,43.06180883230869,11.51870056690858
2016-01-14 12:00:00,960.4176180414265,43.34642091976612,11.594832097423508
2016-01-14 13:00:00,964.2012724788847,43.51718817224057,11.640511015732464
2016-01-14 14:00:00,980.5971083745362,44.257179599629886,11.838452995071277
2016-01-14 15:00:00,1011.4969529471098,45.65177882817128,12.211497494594424
2016-01-14 16:00:00,1039.2437521551353,46.90407201298395,12.546476228860104
2016-01-14 17:00:00,1040.5049703009547,46.960994430475445,12.561702534963093
2016-01-14 18:00:00,1019.064261822026,45.993313333120184,12.302855331212335
2016-01-14 19:00:00,969.246145062162,43.74487784220651,11.701416240144406
2016-01-14 20:00:00,892.942447240092,40.30107158397164,10.780224720913779
2016-01-14 21:00:00,721.4167794086619,32.559622805129635,8.709447090907743
2016-01-14 22:00:00,614.8438460869277,27.74967852709912,7.422824225205462
2016-01-14 23:00:00,477.37106819261976,21.545135020527212,5.763156859980035
2016-01-15 00:00:00,503.22604018191623,22.712044579102667,6.07529613509124
2016-01-15 01:00:00,516.4688307130193,23.309729962763264,6.235172349172588
2016-01-15 02:00:00,578.2685198581669,26.098928419846047,6.981261348218881
2016-01-15 03:00:00,696.1924164922751,31.421174455299926,8.404920968848032
2016-01-15 04:00:00,884.7445292922664,39.93107587027699,10.681253731244373
2016-01-15 05:00:00,1055.0089789778772,47.61560223162753,12.736805055147425
2016-01-15 06:00:00,1055.0089789778772,47.61560223162753,12.736805055147425
2016-01-15 07:00:00,1053.7477608320578,47.558679814136035,12.72157874904444
2016-01-15 08:00:00,969.246145062162,43.74487784220651,11.701416240144406
2016-01-15 09:00:00,901.1403651879177,40.671067297666305,10.879195710583186
2016-01-15 10:00:00,850.6916393551442,38.39417059800689,10.270143466463763
2016-01-15 11:00:00,824.2060582929381,37.1987998306857,9.950391038301067
2016-01-15 12:00:00,821.6836220012992,37.084954995702724,9.919938426095095
2016-01-15 13:00:00,829.2509308762153,37.426489500651634,10.011296262713007
2016-01-15 14:00:00,843.1243304802281,38.05263609305798,10.17878562984585
2016-01-15 15:00:00,875.2853931986214,39.50415773909086,10.567056435471983
2016-01-15 16:00:00,908.0770649899241,40.984140593869476,10.962940394149607
2016-01-15 17:00:00,913.1219375732014,41.21183026383542,11.023845618561548
2016-01-15 18:00:00,912.4913285002917,41.18336905508967,11.016232465510056
2016-01-15 19:00:00,888.5281837297243,40.101843122751454,10.72693264955333
2016-01-15 20:00:00,806.5490042514673,36.4018859858049,9.73722275285927
2016-01-15 21:00:00,624.9335912534825,28.20505786703101,7.544634674029348
2016-01-15 22:00:00,511.423958129742,23.082040292797323,6.174267124760647
2016-01-15 23:00:00,431.33660587021393,19.467466782088,5.207396687221063
2016-01-16 00:00:00,454.66914156787175,20.520531505680477,5.489083350126296
2016-01-16 01:00:00,466.65071395315545,21.06129447184959,5.633733258104659
2016-01-16 02:00:00,522.774921442116,23.59434205022069,6.311303879687516
2016-01-16 03:00:00,628.7172456909404,28.37582511950546,7.590313592338303
2016-01-16 04:00:00,797.0898681578223,35.97496785461876,9.623025457086877
2016-01-16 05:00:00,951.5890910206913,42.94796399732572,11.48824795470261
2016-01-16 06:00:00,950.9584819477816,42.919502788579976,11.480634801651115
2016-01-16 07:00:00,952.8503091665104,43.0048864148172,11.503474260805593
2016-01-16 08:00:00,875.9160022715309,39.532618947836596,10.574669588523474
2016-01-16 09:00:00,814.1163131263834,36.74342049075381,9.82858058947718
2016-01-16 10:00:00,768.712459876887,34.69421346106034,9.280433569769702
2016-01-16 11:00:00,745.3799241792294,33.64114873746785,8.998746906864467
2016-01-16 12:00:00,743.4880969605003,33.555765111230635,8.97590744770999
2016-01-16 13:00:00,751.686014908326,33.92576082492529,9.074878437379398
